algo,serie,taille,temps
quickRandomSeuil,testset1,1000,0.0413
quickRandomSeuil,testset1,1000,0.0858
quickRandomSeuil,testset1,1000,0.0416
quickRandomSeuil,testset1,1000,0.0467
quickRandomSeuil,testset1,1000,0.0448
quickRandomSeuil,testset1,1000,0.0436
quickRandomSeuil,testset1,1000,0.0454
quickRandomSeuil,testset1,1000,0.0426
quickRandomSeuil,testset1,1000,0.0415
quickRandomSeuil,testset1,1000,0.0416
quickRandomSeuil,testset1,1000,0.0473
quickRandomSeuil,testset1,1000,0.0421
quickRandomSeuil,testset1,1000,0.0421
quickRandomSeuil,testset1,1000,0.0442
quickRandomSeuil,testset1,1000,0.0436
quickRandomSeuil,testset1,1000,0.0433
quickRandomSeuil,testset1,1000,0.0448
quickRandomSeuil,testset1,1000,0.0448
quickRandomSeuil,testset1,1000,0.0415
quickRandomSeuil,testset1,1000,0.0422
quickRandomSeuil,testset1,1000,0.0417
quickRandomSeuil,testset1,1000,0.0414
quickRandomSeuil,testset1,1000,0.0411
quickRandomSeuil,testset1,1000,0.0521
quickRandomSeuil,testset1,1000,0.0508
quickRandomSeuil,testset1,1000,0.0411
quickRandomSeuil,testset1,1000,0.0423
quickRandomSeuil,testset1,1000,0.0403
quickRandomSeuil,testset1,1000,0.0421
quickRandomSeuil,testset1,1000,0.0436
quickRandomSeuil,testset1,1000,0.041
quickRandomSeuil,testset1,1000,0.0425
quickRandomSeuil,testset1,1000,0.0411
quickRandomSeuil,testset1,1000,0.0408
quickRandomSeuil,testset1,1000,0.0406
quickRandomSeuil,testset1,1000,0.0406
quickRandomSeuil,testset1,1000,0.0492
quickRandomSeuil,testset1,1000,0.0431
quickRandomSeuil,testset1,1000,0.0507
quickRandomSeuil,testset1,1000,0.0429
quickRandomSeuil,testset1,1000,0.0423
quickRandomSeuil,testset1,1000,0.0415
quickRandomSeuil,testset1,1000,0.0424
quickRandomSeuil,testset1,1000,0.0419
quickRandomSeuil,testset1,1000,0.042
quickRandomSeuil,testset1,1000,0.0422
quickRandomSeuil,testset1,1000,0.0413
quickRandomSeuil,testset1,1000,0.0413
quickRandomSeuil,testset1,1000,0.043
quickRandomSeuil,testset1,1000,0.0431
quickRandomSeuil,testset1,1000,0.0423
quickRandomSeuil,testset1,1000,0.0429
quickRandomSeuil,testset1,1000,0.0531
quickRandomSeuil,testset1,1000,0.0437
quickRandomSeuil,testset1,1000,0.0412
quickRandomSeuil,testset1,1000,0.0422
quickRandomSeuil,testset1,1000,0.0417
quickRandomSeuil,testset1,1000,0.084
quickRandomSeuil,testset1,1000,0.0408
quickRandomSeuil,testset1,1000,0.0413
quickRandomSeuil,testset1,1000,0.0413
quickRandomSeuil,testset1,1000,0.0401
quickRandomSeuil,testset1,1000,0.0415
quickRandomSeuil,testset1,1000,0.0426
quickRandomSeuil,testset1,1000,0.0414
quickRandomSeuil,testset1,1000,0.0402
quickRandomSeuil,testset1,1000,0.0405
quickRandomSeuil,testset1,1000,0.041
quickRandomSeuil,testset1,1000,0.052
quickRandomSeuil,testset1,1000,0.0407
quickRandomSeuil,testset1,1000,0.043
quickRandomSeuil,testset1,1000,0.041
quickRandomSeuil,testset1,1000,0.0418
quickRandomSeuil,testset1,1000,0.0437
quickRandomSeuil,testset1,1000,0.0447
quickRandomSeuil,testset1,1000,0.043
quickRandomSeuil,testset1,1000,0.0552
quickRandomSeuil,testset1,1000,0.042
quickRandomSeuil,testset1,1000,0.053
quickRandomSeuil,testset1,1000,0.0454
quickRandomSeuil,testset1,1000,0.0526
quickRandomSeuil,testset1,1000,0.0428
quickRandomSeuil,testset1,1000,0.0424
quickRandomSeuil,testset1,1000,0.0424
quickRandomSeuil,testset1,1000,0.0408
quickRandomSeuil,testset1,1000,0.0416
quickRandomSeuil,testset1,1000,0.0408
quickRandomSeuil,testset1,1000,0.0405
quickRandomSeuil,testset1,1000,0.0405
quickRandomSeuil,testset1,1000,0.0408
quickRandomSeuil,testset1,1000,0.0591
quickRandomSeuil,testset1,1000,0.0431
quickRandomSeuil,testset1,1000,0.0436
quickRandomSeuil,testset1,1000,0.0435
quickRandomSeuil,testset1,1000,0.0431
quickRandomSeuil,testset1,1000,0.0443
quickRandomSeuil,testset1,1000,0.082
quickRandomSeuil,testset1,1000,0.0431
quickRandomSeuil,testset1,1000,0.0415
quickRandomSeuil,testset1,1000,0.0427
quickRandomSeuil,testset1,10000,0.4582
quickRandomSeuil,testset1,10000,0.4549
quickRandomSeuil,testset1,10000,0.4947
quickRandomSeuil,testset1,10000,0.6194
quickRandomSeuil,testset1,10000,0.4848
quickRandomSeuil,testset1,10000,0.5112
quickRandomSeuil,testset1,10000,0.828
quickRandomSeuil,testset1,10000,0.4876
quickRandomSeuil,testset1,10000,0.4942
quickRandomSeuil,testset1,10000,0.4842
quickRandomSeuil,testset1,10000,0.4876
quickRandomSeuil,testset1,10000,0.4845
quickRandomSeuil,testset1,10000,0.5189
quickRandomSeuil,testset1,10000,0.4766
quickRandomSeuil,testset1,10000,0.4777
quickRandomSeuil,testset1,10000,0.4818
quickRandomSeuil,testset1,10000,0.459
quickRandomSeuil,testset1,10000,0.4962
quickRandomSeuil,testset1,10000,0.6523
quickRandomSeuil,testset1,10000,0.4728
quickRandomSeuil,testset1,10000,0.4934
quickRandomSeuil,testset1,10000,0.4734
quickRandomSeuil,testset1,10000,0.491
quickRandomSeuil,testset1,10000,0.4581
quickRandomSeuil,testset1,10000,0.478
quickRandomSeuil,testset1,10000,0.4986
quickRandomSeuil,testset1,10000,0.5012
quickRandomSeuil,testset1,10000,0.4851
quickRandomSeuil,testset1,10000,0.4576
quickRandomSeuil,testset1,10000,0.4623
quickRandomSeuil,testset1,10000,0.4556
quickRandomSeuil,testset1,10000,0.4979
quickRandomSeuil,testset1,10000,0.7777
quickRandomSeuil,testset1,10000,0.4565
quickRandomSeuil,testset1,10000,0.4723
quickRandomSeuil,testset1,10000,0.4861
quickRandomSeuil,testset1,10000,0.5408
quickRandomSeuil,testset1,10000,0.5121
quickRandomSeuil,testset1,10000,0.5031
quickRandomSeuil,testset1,10000,0.4708
quickRandomSeuil,testset1,10000,0.4784
quickRandomSeuil,testset1,10000,0.4542
quickRandomSeuil,testset1,10000,0.5351
quickRandomSeuil,testset1,10000,0.4576
quickRandomSeuil,testset1,10000,0.4795
quickRandomSeuil,testset1,10000,0.4792
quickRandomSeuil,testset1,10000,0.4791
quickRandomSeuil,testset1,10000,0.4791
quickRandomSeuil,testset1,10000,0.5727
quickRandomSeuil,testset1,10000,0.5856
quickRandomSeuil,testset1,10000,0.5482
quickRandomSeuil,testset1,10000,0.4756
quickRandomSeuil,testset1,10000,0.6018
quickRandomSeuil,testset1,10000,0.4997
quickRandomSeuil,testset1,10000,0.4536
quickRandomSeuil,testset1,10000,0.7523
quickRandomSeuil,testset1,10000,0.4674
quickRandomSeuil,testset1,10000,0.5209
quickRandomSeuil,testset1,10000,0.4679
quickRandomSeuil,testset1,10000,0.4592
quickRandomSeuil,testset1,10000,0.4699
quickRandomSeuil,testset1,10000,0.5579
quickRandomSeuil,testset1,10000,0.4885
quickRandomSeuil,testset1,10000,0.5033
quickRandomSeuil,testset1,10000,0.5194
quickRandomSeuil,testset1,10000,0.5008
quickRandomSeuil,testset1,10000,0.5404
quickRandomSeuil,testset1,10000,0.4795
quickRandomSeuil,testset1,10000,0.4719
quickRandomSeuil,testset1,10000,0.4959
quickRandomSeuil,testset1,10000,0.4873
quickRandomSeuil,testset1,10000,0.6984
quickRandomSeuil,testset1,10000,0.483
quickRandomSeuil,testset1,10000,0.4869
quickRandomSeuil,testset1,10000,0.4988
quickRandomSeuil,testset1,10000,0.4684
quickRandomSeuil,testset1,10000,0.6921
quickRandomSeuil,testset1,10000,0.4809
quickRandomSeuil,testset1,10000,0.5125
quickRandomSeuil,testset1,10000,0.5528
quickRandomSeuil,testset1,10000,0.4669
quickRandomSeuil,testset1,10000,0.5362
quickRandomSeuil,testset1,10000,0.4667
quickRandomSeuil,testset1,10000,0.551
quickRandomSeuil,testset1,10000,0.4624
quickRandomSeuil,testset1,10000,0.6849
quickRandomSeuil,testset1,10000,0.4664
quickRandomSeuil,testset1,10000,0.6284
quickRandomSeuil,testset1,10000,0.5943
quickRandomSeuil,testset1,10000,0.4647
quickRandomSeuil,testset1,10000,0.5437
quickRandomSeuil,testset1,10000,0.47
quickRandomSeuil,testset1,10000,0.4891
quickRandomSeuil,testset1,10000,0.4948
quickRandomSeuil,testset1,10000,0.7816
quickRandomSeuil,testset1,10000,0.4598
quickRandomSeuil,testset1,10000,0.4685
quickRandomSeuil,testset1,10000,0.48
quickRandomSeuil,testset1,10000,0.6636
quickRandomSeuil,testset1,10000,0.5176
quickRandomSeuil,testset1,100000,5.5234
quickRandomSeuil,testset1,100000,5.4305
quickRandomSeuil,testset1,100000,5.395
quickRandomSeuil,testset1,100000,5.8963
quickRandomSeuil,testset1,100000,5.6461
quickRandomSeuil,testset1,100000,5.5949
quickRandomSeuil,testset1,100000,5.6457
quickRandomSeuil,testset1,100000,5.8572
quickRandomSeuil,testset1,100000,5.5363
quickRandomSeuil,testset1,100000,5.5955
quickRandomSeuil,testset1,100000,5.5105
quickRandomSeuil,testset1,100000,6.1003
quickRandomSeuil,testset1,100000,5.7721
quickRandomSeuil,testset1,100000,5.9593
quickRandomSeuil,testset1,100000,5.7448
quickRandomSeuil,testset1,100000,5.5275
quickRandomSeuil,testset1,100000,5.701
quickRandomSeuil,testset1,100000,5.4802
quickRandomSeuil,testset1,100000,5.6767
quickRandomSeuil,testset1,100000,5.4429
quickRandomSeuil,testset1,100000,6.462
quickRandomSeuil,testset1,100000,5.6454
quickRandomSeuil,testset1,100000,5.5146
quickRandomSeuil,testset1,100000,6.0032
quickRandomSeuil,testset1,100000,5.5799
quickRandomSeuil,testset1,100000,5.5632
quickRandomSeuil,testset1,100000,5.6602
quickRandomSeuil,testset1,100000,6.6919
quickRandomSeuil,testset1,100000,6.0087
quickRandomSeuil,testset1,100000,6.1419
quickRandomSeuil,testset1,100000,5.6396
quickRandomSeuil,testset1,100000,5.6086
quickRandomSeuil,testset1,100000,5.7691
quickRandomSeuil,testset1,100000,5.5984
quickRandomSeuil,testset1,100000,5.9004
quickRandomSeuil,testset1,100000,5.9648
quickRandomSeuil,testset1,100000,6.2998
quickRandomSeuil,testset1,100000,6.0524
quickRandomSeuil,testset1,100000,5.9256
quickRandomSeuil,testset1,100000,6.1727
quickRandomSeuil,testset1,100000,5.5063
quickRandomSeuil,testset1,100000,6.2243
quickRandomSeuil,testset1,100000,5.8831
quickRandomSeuil,testset1,100000,5.4086
quickRandomSeuil,testset1,100000,5.4581
quickRandomSeuil,testset1,100000,6.363
quickRandomSeuil,testset1,100000,5.9802
quickRandomSeuil,testset1,100000,5.4481
quickRandomSeuil,testset1,100000,5.6294
quickRandomSeuil,testset1,100000,5.7403
quickRandomSeuil,testset1,100000,5.6019
quickRandomSeuil,testset1,100000,5.6965
quickRandomSeuil,testset1,100000,5.6383
quickRandomSeuil,testset1,100000,5.9083
quickRandomSeuil,testset1,100000,5.5982
quickRandomSeuil,testset1,100000,5.451
quickRandomSeuil,testset1,100000,6.0325
quickRandomSeuil,testset1,100000,5.4485
quickRandomSeuil,testset1,100000,5.6124
quickRandomSeuil,testset1,100000,5.5055
quickRandomSeuil,testset1,100000,5.5371
quickRandomSeuil,testset1,100000,5.5908
quickRandomSeuil,testset1,100000,5.6642
quickRandomSeuil,testset1,100000,5.8707
quickRandomSeuil,testset1,100000,5.8509
quickRandomSeuil,testset1,100000,6.5186
quickRandomSeuil,testset1,100000,6.4962
quickRandomSeuil,testset1,100000,6.2672
quickRandomSeuil,testset1,100000,5.5646
quickRandomSeuil,testset1,100000,6.1431
quickRandomSeuil,testset1,100000,5.5677
quickRandomSeuil,testset1,100000,5.7538
quickRandomSeuil,testset1,100000,5.874
quickRandomSeuil,testset1,100000,5.6193
quickRandomSeuil,testset1,100000,6.0319
quickRandomSeuil,testset1,100000,5.5534
quickRandomSeuil,testset1,100000,5.5207
quickRandomSeuil,testset1,100000,5.8337
quickRandomSeuil,testset1,100000,5.8088
quickRandomSeuil,testset1,100000,5.5687
quickRandomSeuil,testset1,100000,5.5646
quickRandomSeuil,testset1,100000,5.693
quickRandomSeuil,testset1,100000,6.013
quickRandomSeuil,testset1,100000,5.4978
quickRandomSeuil,testset1,100000,5.8356
quickRandomSeuil,testset1,100000,5.9279
quickRandomSeuil,testset1,100000,5.6811
quickRandomSeuil,testset1,100000,6.0785
quickRandomSeuil,testset1,100000,5.9624
quickRandomSeuil,testset1,100000,6.0479
quickRandomSeuil,testset1,100000,6.4064
quickRandomSeuil,testset1,100000,6.3453
quickRandomSeuil,testset1,100000,5.7367
quickRandomSeuil,testset1,100000,5.5271
quickRandomSeuil,testset1,100000,6.1395
quickRandomSeuil,testset1,100000,5.6666
quickRandomSeuil,testset1,100000,5.9988
quickRandomSeuil,testset1,100000,5.4862
quickRandomSeuil,testset1,100000,6.2249
quickRandomSeuil,testset1,100000,5.9281
quickRandomSeuil,testset1,5000,0.2263
quickRandomSeuil,testset1,5000,0.2253
quickRandomSeuil,testset1,5000,0.2254
quickRandomSeuil,testset1,5000,0.2773
quickRandomSeuil,testset1,5000,0.2212
quickRandomSeuil,testset1,5000,0.2207
quickRandomSeuil,testset1,5000,0.2429
quickRandomSeuil,testset1,5000,0.2621
quickRandomSeuil,testset1,5000,0.2209
quickRandomSeuil,testset1,5000,0.2201
quickRandomSeuil,testset1,5000,0.2216
quickRandomSeuil,testset1,5000,0.242
quickRandomSeuil,testset1,5000,0.2261
quickRandomSeuil,testset1,5000,0.2151
quickRandomSeuil,testset1,5000,0.2206
quickRandomSeuil,testset1,5000,0.2421
quickRandomSeuil,testset1,5000,0.2171
quickRandomSeuil,testset1,5000,0.2209
quickRandomSeuil,testset1,5000,0.236
quickRandomSeuil,testset1,5000,0.215
quickRandomSeuil,testset1,5000,0.315
quickRandomSeuil,testset1,5000,0.2376
quickRandomSeuil,testset1,5000,0.2304
quickRandomSeuil,testset1,5000,0.2339
quickRandomSeuil,testset1,5000,0.234
quickRandomSeuil,testset1,5000,0.2159
quickRandomSeuil,testset1,5000,0.2451
quickRandomSeuil,testset1,5000,0.3435
quickRandomSeuil,testset1,5000,0.2881
quickRandomSeuil,testset1,5000,0.2255
quickRandomSeuil,testset1,5000,0.2409
quickRandomSeuil,testset1,5000,0.4702
quickRandomSeuil,testset1,5000,0.2457
quickRandomSeuil,testset1,5000,0.2366
quickRandomSeuil,testset1,5000,0.2336
quickRandomSeuil,testset1,5000,0.2313
quickRandomSeuil,testset1,5000,0.2313
quickRandomSeuil,testset1,5000,0.2886
quickRandomSeuil,testset1,5000,0.3157
quickRandomSeuil,testset1,5000,0.2807
quickRandomSeuil,testset1,5000,0.2285
quickRandomSeuil,testset1,5000,0.2316
quickRandomSeuil,testset1,5000,0.2589
quickRandomSeuil,testset1,5000,0.2601
quickRandomSeuil,testset1,5000,0.2236
quickRandomSeuil,testset1,5000,0.2307
quickRandomSeuil,testset1,5000,0.2199
quickRandomSeuil,testset1,5000,0.2281
quickRandomSeuil,testset1,5000,0.243
quickRandomSeuil,testset1,5000,0.2223
quickRandomSeuil,testset1,5000,0.2262
quickRandomSeuil,testset1,5000,0.22
quickRandomSeuil,testset1,5000,0.2249
quickRandomSeuil,testset1,5000,0.2301
quickRandomSeuil,testset1,5000,0.2244
quickRandomSeuil,testset1,5000,0.2411
quickRandomSeuil,testset1,5000,0.3092
quickRandomSeuil,testset1,5000,0.2187
quickRandomSeuil,testset1,5000,0.2243
quickRandomSeuil,testset1,5000,0.2194
quickRandomSeuil,testset1,5000,0.2394
quickRandomSeuil,testset1,5000,0.2434
quickRandomSeuil,testset1,5000,0.2241
quickRandomSeuil,testset1,5000,0.219
quickRandomSeuil,testset1,5000,0.2195
quickRandomSeuil,testset1,5000,0.2197
quickRandomSeuil,testset1,5000,0.2189
quickRandomSeuil,testset1,5000,0.2205
quickRandomSeuil,testset1,5000,0.22
quickRandomSeuil,testset1,5000,0.2453
quickRandomSeuil,testset1,5000,0.2233
quickRandomSeuil,testset1,5000,0.2425
quickRandomSeuil,testset1,5000,0.2184
quickRandomSeuil,testset1,5000,0.2769
quickRandomSeuil,testset1,5000,0.2185
quickRandomSeuil,testset1,5000,0.2246
quickRandomSeuil,testset1,5000,0.2403
quickRandomSeuil,testset1,5000,0.2425
quickRandomSeuil,testset1,5000,0.2243
quickRandomSeuil,testset1,5000,0.2277
quickRandomSeuil,testset1,5000,0.2237
quickRandomSeuil,testset1,5000,0.2511
quickRandomSeuil,testset1,5000,0.2895
quickRandomSeuil,testset1,5000,0.2217
quickRandomSeuil,testset1,5000,0.2194
quickRandomSeuil,testset1,5000,0.2252
quickRandomSeuil,testset1,5000,0.2419
quickRandomSeuil,testset1,5000,0.225
quickRandomSeuil,testset1,5000,0.2597
quickRandomSeuil,testset1,5000,0.2643
quickRandomSeuil,testset1,5000,0.2242
quickRandomSeuil,testset1,5000,0.225
quickRandomSeuil,testset1,5000,0.226
quickRandomSeuil,testset1,5000,0.2648
quickRandomSeuil,testset1,5000,0.2204
quickRandomSeuil,testset1,5000,0.2202
quickRandomSeuil,testset1,5000,0.2197
quickRandomSeuil,testset1,5000,0.2206
quickRandomSeuil,testset1,5000,0.2304
quickRandomSeuil,testset1,5000,0.2244
quickRandomSeuil,testset1,50000,2.8277
quickRandomSeuil,testset1,50000,2.6999
quickRandomSeuil,testset1,50000,3.1169
quickRandomSeuil,testset1,50000,3.0198
quickRandomSeuil,testset1,50000,2.8116
quickRandomSeuil,testset1,50000,2.6487
quickRandomSeuil,testset1,50000,2.7651
quickRandomSeuil,testset1,50000,2.6625
quickRandomSeuil,testset1,50000,3.5864
quickRandomSeuil,testset1,50000,2.8716
quickRandomSeuil,testset1,50000,2.7998
quickRandomSeuil,testset1,50000,2.6543
quickRandomSeuil,testset1,50000,2.8891
quickRandomSeuil,testset1,50000,2.6219
quickRandomSeuil,testset1,50000,3.1465
quickRandomSeuil,testset1,50000,2.7406
quickRandomSeuil,testset1,50000,2.8101
quickRandomSeuil,testset1,50000,3.127
quickRandomSeuil,testset1,50000,2.8435
quickRandomSeuil,testset1,50000,3.2624
quickRandomSeuil,testset1,50000,2.7293
quickRandomSeuil,testset1,50000,2.6815
quickRandomSeuil,testset1,50000,2.9943
quickRandomSeuil,testset1,50000,2.5593
quickRandomSeuil,testset1,50000,2.6421
quickRandomSeuil,testset1,50000,2.7753
quickRandomSeuil,testset1,50000,2.6255
quickRandomSeuil,testset1,50000,2.7295
quickRandomSeuil,testset1,50000,2.6688
quickRandomSeuil,testset1,50000,2.6523
quickRandomSeuil,testset1,50000,2.5718
quickRandomSeuil,testset1,50000,2.82
quickRandomSeuil,testset1,50000,2.6009
quickRandomSeuil,testset1,50000,2.7533
quickRandomSeuil,testset1,50000,2.6839
quickRandomSeuil,testset1,50000,2.7587
quickRandomSeuil,testset1,50000,2.6742
quickRandomSeuil,testset1,50000,3.138
quickRandomSeuil,testset1,50000,2.8041
quickRandomSeuil,testset1,50000,2.6543
quickRandomSeuil,testset1,50000,2.6376
quickRandomSeuil,testset1,50000,2.64
quickRandomSeuil,testset1,50000,2.6827
quickRandomSeuil,testset1,50000,2.5933
quickRandomSeuil,testset1,50000,2.7582
quickRandomSeuil,testset1,50000,2.614
quickRandomSeuil,testset1,50000,2.6019
quickRandomSeuil,testset1,50000,2.7208
quickRandomSeuil,testset1,50000,2.9322
quickRandomSeuil,testset1,50000,2.7652
quickRandomSeuil,testset1,50000,2.6682
quickRandomSeuil,testset1,50000,2.8981
quickRandomSeuil,testset1,50000,2.6608
quickRandomSeuil,testset1,50000,2.6132
quickRandomSeuil,testset1,50000,2.6387
quickRandomSeuil,testset1,50000,2.69
quickRandomSeuil,testset1,50000,2.654
quickRandomSeuil,testset1,50000,2.7031
quickRandomSeuil,testset1,50000,2.7124
quickRandomSeuil,testset1,50000,2.6166
quickRandomSeuil,testset1,50000,2.7304
quickRandomSeuil,testset1,50000,2.8636
quickRandomSeuil,testset1,50000,2.6565
quickRandomSeuil,testset1,50000,2.6096
quickRandomSeuil,testset1,50000,2.6333
quickRandomSeuil,testset1,50000,2.6861
quickRandomSeuil,testset1,50000,2.6297
quickRandomSeuil,testset1,50000,2.7091
quickRandomSeuil,testset1,50000,2.7094
quickRandomSeuil,testset1,50000,3.7291
quickRandomSeuil,testset1,50000,2.6552
quickRandomSeuil,testset1,50000,2.7078
quickRandomSeuil,testset1,50000,3.0605
quickRandomSeuil,testset1,50000,2.7019
quickRandomSeuil,testset1,50000,2.8503
quickRandomSeuil,testset1,50000,2.6382
quickRandomSeuil,testset1,50000,2.6642
quickRandomSeuil,testset1,50000,2.6542
quickRandomSeuil,testset1,50000,2.7654
quickRandomSeuil,testset1,50000,2.6405
quickRandomSeuil,testset1,50000,2.7452
quickRandomSeuil,testset1,50000,2.7494
quickRandomSeuil,testset1,50000,2.5727
quickRandomSeuil,testset1,50000,2.7488
quickRandomSeuil,testset1,50000,2.6834
quickRandomSeuil,testset1,50000,2.7122
quickRandomSeuil,testset1,50000,2.727
quickRandomSeuil,testset1,50000,2.7004
quickRandomSeuil,testset1,50000,2.8051
quickRandomSeuil,testset1,50000,3.0199
quickRandomSeuil,testset1,50000,2.6633
quickRandomSeuil,testset1,50000,2.6265
quickRandomSeuil,testset1,50000,2.9998
quickRandomSeuil,testset1,50000,2.7022
quickRandomSeuil,testset1,50000,3.3395
quickRandomSeuil,testset1,50000,3.0839
quickRandomSeuil,testset1,50000,2.6909
quickRandomSeuil,testset1,50000,2.6989
quickRandomSeuil,testset1,50000,2.8436
quickRandomSeuil,testset1,50000,2.7693
quickRandomSeuil,testset1,500000,31.3068
quickRandomSeuil,testset1,500000,31.3979
quickRandomSeuil,testset1,500000,32.016
quickRandomSeuil,testset1,500000,31.61
quickRandomSeuil,testset1,500000,33.2362
quickRandomSeuil,testset1,500000,31.3958
quickRandomSeuil,testset1,500000,32.2809
quickRandomSeuil,testset1,500000,31.3192
quickRandomSeuil,testset1,500000,31.5587
quickRandomSeuil,testset1,500000,31.9426
quickRandomSeuil,testset1,500000,31.2378
quickRandomSeuil,testset1,500000,31.2773
quickRandomSeuil,testset1,500000,31.6345
quickRandomSeuil,testset1,500000,30.9297
quickRandomSeuil,testset1,500000,31.3289
quickRandomSeuil,testset1,500000,31.8003
quickRandomSeuil,testset1,500000,33.0705
quickRandomSeuil,testset1,500000,32.3934
quickRandomSeuil,testset1,500000,31.3909
quickRandomSeuil,testset1,500000,31.868
quickRandomSeuil,testset1,500000,30.9583
quickRandomSeuil,testset1,500000,31.6479
quickRandomSeuil,testset1,500000,31.3501
quickRandomSeuil,testset1,500000,32.5412
quickRandomSeuil,testset1,500000,31.1959
quickRandomSeuil,testset1,500000,32.1594
quickRandomSeuil,testset1,500000,31.1777
quickRandomSeuil,testset1,500000,31.2757
quickRandomSeuil,testset1,500000,32.1752
quickRandomSeuil,testset1,500000,33.3461
quickRandomSeuil,testset1,500000,38.4876
quickRandomSeuil,testset1,500000,32.5507
quickRandomSeuil,testset1,500000,30.7461
quickRandomSeuil,testset1,500000,43.3131
quickRandomSeuil,testset1,500000,33.1868
quickRandomSeuil,testset1,500000,31.4933
quickRandomSeuil,testset1,500000,33.0538
quickRandomSeuil,testset1,500000,33.7073
quickRandomSeuil,testset1,500000,31.7699
quickRandomSeuil,testset1,500000,32.2433
quickRandomSeuil,testset1,500000,32.2592
quickRandomSeuil,testset1,500000,31.9183
quickRandomSeuil,testset1,500000,32.2501
quickRandomSeuil,testset1,500000,34.3272
quickRandomSeuil,testset1,500000,31.6022
quickRandomSeuil,testset1,500000,33.0454
quickRandomSeuil,testset1,500000,31.8182
quickRandomSeuil,testset1,500000,31.6345
quickRandomSeuil,testset1,500000,32.0508
quickRandomSeuil,testset1,500000,32.4237
quickRandomSeuil,testset1,500000,32.4328
quickRandomSeuil,testset1,500000,32.0569
quickRandomSeuil,testset1,500000,32.4884
quickRandomSeuil,testset1,500000,31.856
quickRandomSeuil,testset1,500000,32.2456
quickRandomSeuil,testset1,500000,31.8609
quickRandomSeuil,testset1,500000,31.7672
quickRandomSeuil,testset1,500000,31.8894
quickRandomSeuil,testset1,500000,33.2025
quickRandomSeuil,testset1,500000,31.7807
quickRandomSeuil,testset1,500000,31.7831
quickRandomSeuil,testset1,500000,31.6553
quickRandomSeuil,testset1,500000,32.1311
quickRandomSeuil,testset1,500000,31.2895
quickRandomSeuil,testset1,500000,32.3942
quickRandomSeuil,testset1,500000,31.7937
quickRandomSeuil,testset1,500000,32.2428
quickRandomSeuil,testset1,500000,33.0217
quickRandomSeuil,testset1,500000,32.2952
quickRandomSeuil,testset1,500000,32.591
quickRandomSeuil,testset1,500000,31.6458
quickRandomSeuil,testset1,500000,31.9468
quickRandomSeuil,testset1,500000,31.3226
quickRandomSeuil,testset1,500000,32.8029
quickRandomSeuil,testset1,500000,32.6514
quickRandomSeuil,testset1,500000,32.3699
quickRandomSeuil,testset1,500000,32.3238
quickRandomSeuil,testset1,500000,31.2354
quickRandomSeuil,testset1,500000,31.5126
quickRandomSeuil,testset1,500000,31.4817
quickRandomSeuil,testset1,500000,32.0829
quickRandomSeuil,testset1,500000,31.4419
quickRandomSeuil,testset1,500000,31.4426
quickRandomSeuil,testset1,500000,31.5493
quickRandomSeuil,testset1,500000,31.3527
quickRandomSeuil,testset1,500000,35.3661
quickRandomSeuil,testset1,500000,34.0855
quickRandomSeuil,testset1,500000,35.1123
quickRandomSeuil,testset1,500000,32.0079
quickRandomSeuil,testset1,500000,31.4351
quickRandomSeuil,testset1,500000,31.121
quickRandomSeuil,testset1,500000,34.486
quickRandomSeuil,testset1,500000,33.6192
quickRandomSeuil,testset1,500000,32.0569
quickRandomSeuil,testset1,500000,35.9282
quickRandomSeuil,testset1,500000,31.5762
quickRandomSeuil,testset1,500000,31.277
quickRandomSeuil,testset1,500000,31.7707
quickRandomSeuil,testset1,500000,33.5219
