algo,serie,taille,temps
quickRandomSeuil,testset1,500000,33.0388
quickRandomSeuil,testset2,1000,0.0802
quickRandomSeuil,testset2,1000,0.052
quickRandomSeuil,testset2,1000,0.041
quickRandomSeuil,testset2,1000,0.0414
quickRandomSeuil,testset2,1000,0.041
quickRandomSeuil,testset2,1000,0.0409
quickRandomSeuil,testset2,1000,0.0406
quickRandomSeuil,testset2,1000,0.0405
quickRandomSeuil,testset2,1000,0.0405
quickRandomSeuil,testset2,1000,0.0436
quickRandomSeuil,testset2,1000,0.0425
quickRandomSeuil,testset2,1000,0.0415
quickRandomSeuil,testset2,1000,0.042
quickRandomSeuil,testset2,1000,0.0432
quickRandomSeuil,testset2,1000,0.0658
quickRandomSeuil,testset2,1000,0.0444
quickRandomSeuil,testset2,1000,0.0439
quickRandomSeuil,testset2,1000,0.0425
quickRandomSeuil,testset2,1000,0.054
quickRandomSeuil,testset2,1000,0.0422
quickRandomSeuil,testset2,1000,0.0423
quickRandomSeuil,testset2,1000,0.0416
quickRandomSeuil,testset2,1000,0.0413
quickRandomSeuil,testset2,1000,0.0423
quickRandomSeuil,testset2,1000,0.0921
quickRandomSeuil,testset2,1000,0.0418
quickRandomSeuil,testset2,1000,0.0713
quickRandomSeuil,testset2,1000,0.0527
quickRandomSeuil,testset2,1000,0.0506
quickRandomSeuil,testset2,1000,0.0758
quickRandomSeuil,testset2,1000,0.0422
quickRandomSeuil,testset2,1000,0.0414
quickRandomSeuil,testset2,1000,0.0415
quickRandomSeuil,testset2,1000,0.0634
quickRandomSeuil,testset2,1000,0.0422
quickRandomSeuil,testset2,1000,0.042
quickRandomSeuil,testset2,1000,0.0421
quickRandomSeuil,testset2,1000,0.0519
quickRandomSeuil,testset2,1000,0.0427
quickRandomSeuil,testset2,1000,0.0444
quickRandomSeuil,testset2,1000,0.0429
quickRandomSeuil,testset2,1000,0.0421
quickRandomSeuil,testset2,1000,0.0437
quickRandomSeuil,testset2,1000,0.0454
quickRandomSeuil,testset2,1000,0.0439
quickRandomSeuil,testset2,1000,0.1289
quickRandomSeuil,testset2,1000,0.0431
quickRandomSeuil,testset2,1000,0.0435
quickRandomSeuil,testset2,1000,0.0513
quickRandomSeuil,testset2,1000,0.0414
quickRandomSeuil,testset2,1000,0.0522
quickRandomSeuil,testset2,1000,0.0411
quickRandomSeuil,testset2,1000,0.0409
quickRandomSeuil,testset2,1000,0.0416
quickRandomSeuil,testset2,1000,0.0407
quickRandomSeuil,testset2,1000,0.0409
quickRandomSeuil,testset2,1000,0.0414
quickRandomSeuil,testset2,1000,0.0411
quickRandomSeuil,testset2,1000,0.041
quickRandomSeuil,testset2,1000,0.0412
quickRandomSeuil,testset2,1000,0.041
quickRandomSeuil,testset2,1000,0.0418
quickRandomSeuil,testset2,1000,0.0409
quickRandomSeuil,testset2,1000,0.0415
quickRandomSeuil,testset2,1000,0.0406
quickRandomSeuil,testset2,1000,0.0415
quickRandomSeuil,testset2,1000,0.0417
quickRandomSeuil,testset2,1000,0.0426
quickRandomSeuil,testset2,1000,0.0426
quickRandomSeuil,testset2,1000,0.0571
quickRandomSeuil,testset2,1000,0.0435
quickRandomSeuil,testset2,1000,0.0412
quickRandomSeuil,testset2,1000,0.0422
quickRandomSeuil,testset2,1000,0.0433
quickRandomSeuil,testset2,1000,0.0615
quickRandomSeuil,testset2,1000,0.0594
quickRandomSeuil,testset2,1000,0.0413
quickRandomSeuil,testset2,1000,0.0424
quickRandomSeuil,testset2,1000,0.0423
quickRandomSeuil,testset2,1000,0.0427
quickRandomSeuil,testset2,1000,0.0423
quickRandomSeuil,testset2,1000,0.0433
quickRandomSeuil,testset2,1000,0.0417
quickRandomSeuil,testset2,1000,0.0534
quickRandomSeuil,testset2,1000,0.0423
quickRandomSeuil,testset2,1000,0.0426
quickRandomSeuil,testset2,1000,0.0418
quickRandomSeuil,testset2,1000,0.0411
quickRandomSeuil,testset2,1000,0.0415
quickRandomSeuil,testset2,1000,0.0428
quickRandomSeuil,testset2,1000,0.0759
quickRandomSeuil,testset2,1000,0.0424
quickRandomSeuil,testset2,1000,0.0424
quickRandomSeuil,testset2,1000,0.0425
quickRandomSeuil,testset2,1000,0.0718
quickRandomSeuil,testset2,1000,0.0707
quickRandomSeuil,testset2,1000,0.0439
quickRandomSeuil,testset2,1000,0.0434
quickRandomSeuil,testset2,1000,0.042
quickRandomSeuil,testset2,1000,0.0412
quickRandomSeuil,testset2,10000,0.4603
quickRandomSeuil,testset2,10000,0.4743
quickRandomSeuil,testset2,10000,0.4853
quickRandomSeuil,testset2,10000,0.4695
quickRandomSeuil,testset2,10000,0.4817
quickRandomSeuil,testset2,10000,0.4684
quickRandomSeuil,testset2,10000,0.5032
quickRandomSeuil,testset2,10000,0.5014
quickRandomSeuil,testset2,10000,0.5244
quickRandomSeuil,testset2,10000,0.4902
quickRandomSeuil,testset2,10000,0.4598
quickRandomSeuil,testset2,10000,0.5434
quickRandomSeuil,testset2,10000,0.468
quickRandomSeuil,testset2,10000,0.4584
quickRandomSeuil,testset2,10000,0.4831
quickRandomSeuil,testset2,10000,0.4809
quickRandomSeuil,testset2,10000,0.4966
quickRandomSeuil,testset2,10000,0.5369
quickRandomSeuil,testset2,10000,0.4645
quickRandomSeuil,testset2,10000,0.4728
quickRandomSeuil,testset2,10000,0.4637
quickRandomSeuil,testset2,10000,0.4984
quickRandomSeuil,testset2,10000,0.4671
quickRandomSeuil,testset2,10000,0.4693
quickRandomSeuil,testset2,10000,0.4996
quickRandomSeuil,testset2,10000,0.4594
quickRandomSeuil,testset2,10000,0.5072
quickRandomSeuil,testset2,10000,0.4552
quickRandomSeuil,testset2,10000,0.6095
quickRandomSeuil,testset2,10000,0.4535
quickRandomSeuil,testset2,10000,0.4621
quickRandomSeuil,testset2,10000,0.7948
quickRandomSeuil,testset2,10000,0.4732
quickRandomSeuil,testset2,10000,0.4609
quickRandomSeuil,testset2,10000,0.4817
quickRandomSeuil,testset2,10000,0.5119
quickRandomSeuil,testset2,10000,0.4603
quickRandomSeuil,testset2,10000,0.4716
quickRandomSeuil,testset2,10000,0.4672
quickRandomSeuil,testset2,10000,0.5038
quickRandomSeuil,testset2,10000,0.5266
quickRandomSeuil,testset2,10000,0.4742
quickRandomSeuil,testset2,10000,0.4565
quickRandomSeuil,testset2,10000,0.4561
quickRandomSeuil,testset2,10000,0.4769
quickRandomSeuil,testset2,10000,0.4602
quickRandomSeuil,testset2,10000,0.4589
quickRandomSeuil,testset2,10000,0.4572
quickRandomSeuil,testset2,10000,0.4761
quickRandomSeuil,testset2,10000,0.4956
quickRandomSeuil,testset2,10000,0.5026
quickRandomSeuil,testset2,10000,0.4768
quickRandomSeuil,testset2,10000,0.5738
quickRandomSeuil,testset2,10000,0.5285
quickRandomSeuil,testset2,10000,0.8629
quickRandomSeuil,testset2,10000,0.4835
quickRandomSeuil,testset2,10000,0.5666
quickRandomSeuil,testset2,10000,0.4675
quickRandomSeuil,testset2,10000,0.5007
quickRandomSeuil,testset2,10000,0.4574
quickRandomSeuil,testset2,10000,0.5003
quickRandomSeuil,testset2,10000,0.488
quickRandomSeuil,testset2,10000,0.4938
quickRandomSeuil,testset2,10000,0.5181
quickRandomSeuil,testset2,10000,0.4908
quickRandomSeuil,testset2,10000,0.5012
quickRandomSeuil,testset2,10000,0.4837
quickRandomSeuil,testset2,10000,0.4892
quickRandomSeuil,testset2,10000,0.4884
quickRandomSeuil,testset2,10000,0.492
quickRandomSeuil,testset2,10000,0.509
quickRandomSeuil,testset2,10000,0.5078
quickRandomSeuil,testset2,10000,0.584
quickRandomSeuil,testset2,10000,0.458
quickRandomSeuil,testset2,10000,0.4645
quickRandomSeuil,testset2,10000,0.4563
quickRandomSeuil,testset2,10000,0.5169
quickRandomSeuil,testset2,10000,0.4549
quickRandomSeuil,testset2,10000,0.4576
quickRandomSeuil,testset2,10000,0.5071
quickRandomSeuil,testset2,10000,0.4954
quickRandomSeuil,testset2,10000,0.4584
quickRandomSeuil,testset2,10000,0.4688
quickRandomSeuil,testset2,10000,0.4785
quickRandomSeuil,testset2,10000,0.5016
quickRandomSeuil,testset2,10000,0.4624
quickRandomSeuil,testset2,10000,0.4814
quickRandomSeuil,testset2,10000,0.4575
quickRandomSeuil,testset2,10000,0.4599
quickRandomSeuil,testset2,10000,0.4737
quickRandomSeuil,testset2,10000,0.4596
quickRandomSeuil,testset2,10000,0.4593
quickRandomSeuil,testset2,10000,0.4586
quickRandomSeuil,testset2,10000,0.5648
quickRandomSeuil,testset2,10000,0.5048
quickRandomSeuil,testset2,10000,0.467
quickRandomSeuil,testset2,10000,0.4717
quickRandomSeuil,testset2,10000,0.4696
quickRandomSeuil,testset2,10000,0.5037
quickRandomSeuil,testset2,10000,0.5724
quickRandomSeuil,testset2,100000,5.7361
quickRandomSeuil,testset2,100000,5.6693
quickRandomSeuil,testset2,100000,5.6434
quickRandomSeuil,testset2,100000,5.7227
quickRandomSeuil,testset2,100000,6.0123
quickRandomSeuil,testset2,100000,6.0749
quickRandomSeuil,testset2,100000,6.0181
quickRandomSeuil,testset2,100000,5.6247
quickRandomSeuil,testset2,100000,5.5332
quickRandomSeuil,testset2,100000,5.7657
quickRandomSeuil,testset2,100000,6.378
quickRandomSeuil,testset2,100000,5.6333
quickRandomSeuil,testset2,100000,5.6497
quickRandomSeuil,testset2,100000,5.5841
quickRandomSeuil,testset2,100000,5.9714
quickRandomSeuil,testset2,100000,5.6919
quickRandomSeuil,testset2,100000,6.0744
quickRandomSeuil,testset2,100000,5.6595
quickRandomSeuil,testset2,100000,5.9052
quickRandomSeuil,testset2,100000,6.0697
quickRandomSeuil,testset2,100000,5.7216
quickRandomSeuil,testset2,100000,5.9655
quickRandomSeuil,testset2,100000,6.0273
quickRandomSeuil,testset2,100000,5.6183
quickRandomSeuil,testset2,100000,5.6501
quickRandomSeuil,testset2,100000,5.5652
quickRandomSeuil,testset2,100000,5.5776
quickRandomSeuil,testset2,100000,5.7912
quickRandomSeuil,testset2,100000,5.5544
quickRandomSeuil,testset2,100000,5.398
quickRandomSeuil,testset2,100000,6.6885
quickRandomSeuil,testset2,100000,6.0865
quickRandomSeuil,testset2,100000,5.6545
quickRandomSeuil,testset2,100000,5.9224
quickRandomSeuil,testset2,100000,5.5412
quickRandomSeuil,testset2,100000,5.4512
quickRandomSeuil,testset2,100000,5.9235
quickRandomSeuil,testset2,100000,5.8663
quickRandomSeuil,testset2,100000,5.5223
quickRandomSeuil,testset2,100000,5.919
quickRandomSeuil,testset2,100000,5.6326
quickRandomSeuil,testset2,100000,5.6096
quickRandomSeuil,testset2,100000,5.574
quickRandomSeuil,testset2,100000,6.2405
quickRandomSeuil,testset2,100000,5.8793
quickRandomSeuil,testset2,100000,5.5368
quickRandomSeuil,testset2,100000,5.6157
quickRandomSeuil,testset2,100000,5.5454
quickRandomSeuil,testset2,100000,5.93
quickRandomSeuil,testset2,100000,5.7484
quickRandomSeuil,testset2,100000,5.8833
quickRandomSeuil,testset2,100000,5.8178
quickRandomSeuil,testset2,100000,5.9156
quickRandomSeuil,testset2,100000,5.9272
quickRandomSeuil,testset2,100000,5.9031
quickRandomSeuil,testset2,100000,5.7535
quickRandomSeuil,testset2,100000,5.6404
quickRandomSeuil,testset2,100000,5.5108
quickRandomSeuil,testset2,100000,6.1241
quickRandomSeuil,testset2,100000,5.4769
quickRandomSeuil,testset2,100000,5.692
quickRandomSeuil,testset2,100000,5.6695
quickRandomSeuil,testset2,100000,5.851
quickRandomSeuil,testset2,100000,5.6026
quickRandomSeuil,testset2,100000,5.3736
quickRandomSeuil,testset2,100000,5.8651
quickRandomSeuil,testset2,100000,6.0764
quickRandomSeuil,testset2,100000,5.5991
quickRandomSeuil,testset2,100000,5.8124
quickRandomSeuil,testset2,100000,5.578
quickRandomSeuil,testset2,100000,5.6006
quickRandomSeuil,testset2,100000,5.6049
quickRandomSeuil,testset2,100000,5.6138
quickRandomSeuil,testset2,100000,5.592
quickRandomSeuil,testset2,100000,5.5504
quickRandomSeuil,testset2,100000,5.5343
quickRandomSeuil,testset2,100000,5.6025
quickRandomSeuil,testset2,100000,5.6797
quickRandomSeuil,testset2,100000,5.7383
quickRandomSeuil,testset2,100000,5.5399
quickRandomSeuil,testset2,100000,6.0724
quickRandomSeuil,testset2,100000,5.8778
quickRandomSeuil,testset2,100000,5.8295
quickRandomSeuil,testset2,100000,5.581
quickRandomSeuil,testset2,100000,6.8264
quickRandomSeuil,testset2,100000,5.597
quickRandomSeuil,testset2,100000,5.6082
quickRandomSeuil,testset2,100000,5.9701
quickRandomSeuil,testset2,100000,5.5693
quickRandomSeuil,testset2,100000,5.5217
quickRandomSeuil,testset2,100000,5.7136
quickRandomSeuil,testset2,100000,5.8228
quickRandomSeuil,testset2,100000,5.7995
quickRandomSeuil,testset2,100000,6.4805
quickRandomSeuil,testset2,100000,5.7126
quickRandomSeuil,testset2,100000,5.7341
quickRandomSeuil,testset2,100000,5.8957
quickRandomSeuil,testset2,100000,5.9636
quickRandomSeuil,testset2,100000,5.576
quickRandomSeuil,testset2,100000,5.5251
quickRandomSeuil,testset2,5000,0.2204
quickRandomSeuil,testset2,5000,0.2816
quickRandomSeuil,testset2,5000,0.2553
quickRandomSeuil,testset2,5000,0.212
quickRandomSeuil,testset2,5000,0.2782
quickRandomSeuil,testset2,5000,0.2262
quickRandomSeuil,testset2,5000,0.2122
quickRandomSeuil,testset2,5000,0.2173
quickRandomSeuil,testset2,5000,0.2126
quickRandomSeuil,testset2,5000,0.2239
quickRandomSeuil,testset2,5000,0.2443
quickRandomSeuil,testset2,5000,0.2446
quickRandomSeuil,testset2,5000,0.2241
quickRandomSeuil,testset2,5000,0.2259
quickRandomSeuil,testset2,5000,0.2257
quickRandomSeuil,testset2,5000,0.2254
quickRandomSeuil,testset2,5000,0.2486
quickRandomSeuil,testset2,5000,0.2171
quickRandomSeuil,testset2,5000,0.2529
quickRandomSeuil,testset2,5000,0.2183
quickRandomSeuil,testset2,5000,0.2261
quickRandomSeuil,testset2,5000,0.2319
quickRandomSeuil,testset2,5000,0.2273
quickRandomSeuil,testset2,5000,0.243
quickRandomSeuil,testset2,5000,0.2968
quickRandomSeuil,testset2,5000,0.2332
quickRandomSeuil,testset2,5000,0.2249
quickRandomSeuil,testset2,5000,0.2381
quickRandomSeuil,testset2,5000,0.2191
quickRandomSeuil,testset2,5000,0.2188
quickRandomSeuil,testset2,5000,0.2229
quickRandomSeuil,testset2,5000,0.2217
quickRandomSeuil,testset2,5000,0.2364
quickRandomSeuil,testset2,5000,0.217
quickRandomSeuil,testset2,5000,0.2167
quickRandomSeuil,testset2,5000,0.2277
quickRandomSeuil,testset2,5000,0.299
quickRandomSeuil,testset2,5000,0.223
quickRandomSeuil,testset2,5000,0.2177
quickRandomSeuil,testset2,5000,0.2205
quickRandomSeuil,testset2,5000,0.3111
quickRandomSeuil,testset2,5000,0.2196
quickRandomSeuil,testset2,5000,0.2651
quickRandomSeuil,testset2,5000,0.2239
quickRandomSeuil,testset2,5000,0.2195
quickRandomSeuil,testset2,5000,0.2196
quickRandomSeuil,testset2,5000,0.2198
quickRandomSeuil,testset2,5000,0.2996
quickRandomSeuil,testset2,5000,0.2399
quickRandomSeuil,testset2,5000,0.2695
quickRandomSeuil,testset2,5000,0.2194
quickRandomSeuil,testset2,5000,0.2194
quickRandomSeuil,testset2,5000,0.2971
quickRandomSeuil,testset2,5000,0.2428
quickRandomSeuil,testset2,5000,0.2201
quickRandomSeuil,testset2,5000,0.2201
quickRandomSeuil,testset2,5000,0.2547
quickRandomSeuil,testset2,5000,0.4384
quickRandomSeuil,testset2,5000,0.2246
quickRandomSeuil,testset2,5000,0.2211
quickRandomSeuil,testset2,5000,0.2241
quickRandomSeuil,testset2,5000,0.2187
quickRandomSeuil,testset2,5000,0.2436
quickRandomSeuil,testset2,5000,0.2187
quickRandomSeuil,testset2,5000,0.2192
quickRandomSeuil,testset2,5000,0.3347
quickRandomSeuil,testset2,5000,0.2565
quickRandomSeuil,testset2,5000,0.2204
quickRandomSeuil,testset2,5000,0.2188
quickRandomSeuil,testset2,5000,0.2229
quickRandomSeuil,testset2,5000,0.3344
quickRandomSeuil,testset2,5000,0.2281
quickRandomSeuil,testset2,5000,0.2391
quickRandomSeuil,testset2,5000,0.2206
quickRandomSeuil,testset2,5000,0.2183
quickRandomSeuil,testset2,5000,0.2599
quickRandomSeuil,testset2,5000,0.2519
quickRandomSeuil,testset2,5000,0.3289
quickRandomSeuil,testset2,5000,0.2224
quickRandomSeuil,testset2,5000,0.2171
quickRandomSeuil,testset2,5000,0.2221
quickRandomSeuil,testset2,5000,0.3111
quickRandomSeuil,testset2,5000,0.2255
quickRandomSeuil,testset2,5000,0.2306
quickRandomSeuil,testset2,5000,0.2272
quickRandomSeuil,testset2,5000,0.2499
quickRandomSeuil,testset2,5000,0.2261
quickRandomSeuil,testset2,5000,0.2207
quickRandomSeuil,testset2,5000,0.2215
quickRandomSeuil,testset2,5000,0.2198
quickRandomSeuil,testset2,5000,0.2233
quickRandomSeuil,testset2,5000,0.2232
quickRandomSeuil,testset2,5000,0.2421
quickRandomSeuil,testset2,5000,0.2241
quickRandomSeuil,testset2,5000,0.223
quickRandomSeuil,testset2,5000,0.2277
quickRandomSeuil,testset2,5000,0.2236
quickRandomSeuil,testset2,5000,0.279
quickRandomSeuil,testset2,5000,0.2398
quickRandomSeuil,testset2,5000,0.225
quickRandomSeuil,testset2,50000,3.0842
quickRandomSeuil,testset2,50000,2.6624
quickRandomSeuil,testset2,50000,2.8594
quickRandomSeuil,testset2,50000,2.5879
quickRandomSeuil,testset2,50000,2.6915
quickRandomSeuil,testset2,50000,2.941
quickRandomSeuil,testset2,50000,2.9075
quickRandomSeuil,testset2,50000,2.7396
quickRandomSeuil,testset2,50000,2.6823
quickRandomSeuil,testset2,50000,2.6239
quickRandomSeuil,testset2,50000,2.694
quickRandomSeuil,testset2,50000,3.0692
quickRandomSeuil,testset2,50000,2.8202
quickRandomSeuil,testset2,50000,2.7695
quickRandomSeuil,testset2,50000,2.6841
quickRandomSeuil,testset2,50000,2.651
quickRandomSeuil,testset2,50000,2.948
quickRandomSeuil,testset2,50000,2.7322
quickRandomSeuil,testset2,50000,2.6424
quickRandomSeuil,testset2,50000,2.6678
quickRandomSeuil,testset2,50000,2.9306
quickRandomSeuil,testset2,50000,2.6668
quickRandomSeuil,testset2,50000,2.6644
quickRandomSeuil,testset2,50000,2.6378
quickRandomSeuil,testset2,50000,2.7358
quickRandomSeuil,testset2,50000,2.7068
quickRandomSeuil,testset2,50000,2.7369
quickRandomSeuil,testset2,50000,2.6801
quickRandomSeuil,testset2,50000,2.9301
quickRandomSeuil,testset2,50000,2.6508
quickRandomSeuil,testset2,50000,2.6377
quickRandomSeuil,testset2,50000,2.7764
quickRandomSeuil,testset2,50000,2.7323
quickRandomSeuil,testset2,50000,2.6606
quickRandomSeuil,testset2,50000,2.617
quickRandomSeuil,testset2,50000,2.6664
quickRandomSeuil,testset2,50000,2.7989
quickRandomSeuil,testset2,50000,2.7414
quickRandomSeuil,testset2,50000,2.6859
quickRandomSeuil,testset2,50000,2.7289
quickRandomSeuil,testset2,50000,2.691
quickRandomSeuil,testset2,50000,2.6188
quickRandomSeuil,testset2,50000,2.632
quickRandomSeuil,testset2,50000,2.8535
quickRandomSeuil,testset2,50000,3.0022
quickRandomSeuil,testset2,50000,2.9226
quickRandomSeuil,testset2,50000,2.6206
quickRandomSeuil,testset2,50000,2.8452
quickRandomSeuil,testset2,50000,2.7324
quickRandomSeuil,testset2,50000,2.9505
quickRandomSeuil,testset2,50000,2.7464
quickRandomSeuil,testset2,50000,2.8137
quickRandomSeuil,testset2,50000,2.7844
quickRandomSeuil,testset2,50000,2.7269
quickRandomSeuil,testset2,50000,3.0123
quickRandomSeuil,testset2,50000,2.9238
quickRandomSeuil,testset2,50000,2.6614
quickRandomSeuil,testset2,50000,2.9164
quickRandomSeuil,testset2,50000,2.6726
quickRandomSeuil,testset2,50000,2.6501
quickRandomSeuil,testset2,50000,3.1863
quickRandomSeuil,testset2,50000,2.634
quickRandomSeuil,testset2,50000,2.6615
quickRandomSeuil,testset2,50000,2.6907
quickRandomSeuil,testset2,50000,2.8051
quickRandomSeuil,testset2,50000,3.0005
quickRandomSeuil,testset2,50000,2.6834
quickRandomSeuil,testset2,50000,2.8566
quickRandomSeuil,testset2,50000,2.7577
quickRandomSeuil,testset2,50000,2.6687
quickRandomSeuil,testset2,50000,2.6804
quickRandomSeuil,testset2,50000,2.7211
quickRandomSeuil,testset2,50000,2.7726
quickRandomSeuil,testset2,50000,2.6294
quickRandomSeuil,testset2,50000,2.7194
quickRandomSeuil,testset2,50000,2.7434
quickRandomSeuil,testset2,50000,2.5555
quickRandomSeuil,testset2,50000,2.6201
quickRandomSeuil,testset2,50000,2.5994
quickRandomSeuil,testset2,50000,2.7493
quickRandomSeuil,testset2,50000,2.7313
quickRandomSeuil,testset2,50000,2.6367
quickRandomSeuil,testset2,50000,2.6474
quickRandomSeuil,testset2,50000,2.9382
quickRandomSeuil,testset2,50000,2.7454
quickRandomSeuil,testset2,50000,2.6128
quickRandomSeuil,testset2,50000,2.8256
quickRandomSeuil,testset2,50000,2.6457
quickRandomSeuil,testset2,50000,2.7624
quickRandomSeuil,testset2,50000,2.6441
quickRandomSeuil,testset2,50000,3.2396
quickRandomSeuil,testset2,50000,3.0747
quickRandomSeuil,testset2,50000,2.776
quickRandomSeuil,testset2,50000,2.6604
quickRandomSeuil,testset2,50000,2.6566
quickRandomSeuil,testset2,50000,2.6735
quickRandomSeuil,testset2,50000,2.6682
quickRandomSeuil,testset2,50000,2.6454
quickRandomSeuil,testset2,50000,2.6173
quickRandomSeuil,testset2,50000,2.656
quickRandomSeuil,testset2,500000,31.5598
quickRandomSeuil,testset2,500000,31.4933
quickRandomSeuil,testset2,500000,31.6031
quickRandomSeuil,testset2,500000,30.7522
quickRandomSeuil,testset2,500000,31.7776
quickRandomSeuil,testset2,500000,31.4079
quickRandomSeuil,testset2,500000,32.0151
quickRandomSeuil,testset2,500000,31.2155
quickRandomSeuil,testset2,500000,31.8962
quickRandomSeuil,testset2,500000,31.9072
quickRandomSeuil,testset2,500000,32.0107
quickRandomSeuil,testset2,500000,31.5661
quickRandomSeuil,testset2,500000,32.2982
quickRandomSeuil,testset2,500000,31.4809
quickRandomSeuil,testset2,500000,34.2793
quickRandomSeuil,testset2,500000,31.8185
quickRandomSeuil,testset2,500000,31.2978
quickRandomSeuil,testset2,500000,31.1626
quickRandomSeuil,testset2,500000,32.7512
quickRandomSeuil,testset2,500000,31.6806
quickRandomSeuil,testset2,500000,32.3674
quickRandomSeuil,testset2,500000,31.9129
quickRandomSeuil,testset2,500000,33.7614
quickRandomSeuil,testset2,500000,31.1993
quickRandomSeuil,testset2,500000,31.6261
quickRandomSeuil,testset2,500000,31.5385
quickRandomSeuil,testset2,500000,31.8801
quickRandomSeuil,testset2,500000,31.7969
quickRandomSeuil,testset2,500000,31.7105
quickRandomSeuil,testset2,500000,32.0515
quickRandomSeuil,testset2,500000,32.1523
quickRandomSeuil,testset2,500000,30.875
quickRandomSeuil,testset2,500000,31.1143
quickRandomSeuil,testset2,500000,32.598
quickRandomSeuil,testset2,500000,32.1582
quickRandomSeuil,testset2,500000,32.285
quickRandomSeuil,testset2,500000,31.4322
quickRandomSeuil,testset2,500000,31.3853
quickRandomSeuil,testset2,500000,31.1389
quickRandomSeuil,testset2,500000,30.9766
quickRandomSeuil,testset2,500000,32.9069
quickRandomSeuil,testset2,500000,31.3777
quickRandomSeuil,testset2,500000,30.9454
quickRandomSeuil,testset2,500000,31.5936
quickRandomSeuil,testset2,500000,31.6505
quickRandomSeuil,testset2,500000,33.1418
quickRandomSeuil,testset2,500000,31.3946
quickRandomSeuil,testset2,500000,30.8647
quickRandomSeuil,testset2,500000,31.3564
quickRandomSeuil,testset2,500000,31.5788
quickRandomSeuil,testset2,500000,31.0058
quickRandomSeuil,testset2,500000,32.1124
quickRandomSeuil,testset2,500000,31.8407
quickRandomSeuil,testset2,500000,31.4974
quickRandomSeuil,testset2,500000,32.008
quickRandomSeuil,testset2,500000,31.7816
quickRandomSeuil,testset2,500000,31.2371
quickRandomSeuil,testset2,500000,31.7099
quickRandomSeuil,testset2,500000,31.3023
quickRandomSeuil,testset2,500000,32.1143
quickRandomSeuil,testset2,500000,32.6489
quickRandomSeuil,testset2,500000,31.4457
quickRandomSeuil,testset2,500000,31.2442
quickRandomSeuil,testset2,500000,31.1863
quickRandomSeuil,testset2,500000,31.4883
quickRandomSeuil,testset2,500000,33.074
quickRandomSeuil,testset2,500000,30.6606
quickRandomSeuil,testset2,500000,31.4207
quickRandomSeuil,testset2,500000,31.3605
quickRandomSeuil,testset2,500000,31.8077
quickRandomSeuil,testset2,500000,31.436
quickRandomSeuil,testset2,500000,32.8942
quickRandomSeuil,testset2,500000,32.0996
quickRandomSeuil,testset2,500000,30.998
quickRandomSeuil,testset2,500000,31.7423
quickRandomSeuil,testset2,500000,31.0622
quickRandomSeuil,testset2,500000,32.1115
quickRandomSeuil,testset2,500000,31.8945
quickRandomSeuil,testset2,500000,32.6644
quickRandomSeuil,testset2,500000,32.6719
quickRandomSeuil,testset2,500000,31.0959
quickRandomSeuil,testset2,500000,30.865
quickRandomSeuil,testset2,500000,31.3664
quickRandomSeuil,testset2,500000,31.8673
quickRandomSeuil,testset2,500000,30.8415
quickRandomSeuil,testset2,500000,31.1051
quickRandomSeuil,testset2,500000,32.0925
quickRandomSeuil,testset2,500000,31.8804
quickRandomSeuil,testset2,500000,31.8298
quickRandomSeuil,testset2,500000,31.229
quickRandomSeuil,testset2,500000,31.8261
quickRandomSeuil,testset2,500000,31.4925
quickRandomSeuil,testset2,500000,31.6751
quickRandomSeuil,testset2,500000,32.1685
quickRandomSeuil,testset2,500000,32.4874
quickRandomSeuil,testset2,500000,31.4048
quickRandomSeuil,testset2,500000,31.8683
quickRandomSeuil,testset2,500000,31.54
quickRandomSeuil,testset2,500000,31.853
